title,description,cuisine,course,prep,cook,serves,taste,difficulty,diet_tags,ingredients,method,adaptations,source
"Miso Chilli Roasted Tofu, Broccoli & Cashews (No Onion/Garlic)","Easy sheet-pan dinner: tofu, broccoli and cashews roasted in an umami-rich sesame, ginger and miso marinade. Adapted egg-free vegan style without onion or garlic; hing stands in for allium depth. Serve over noodles, steamed vegetables or a crunchy cabbage salad.",Fusion,Main Course,15 minutes,25-30 minutes,4,Umami & Spicy,Easy,vegan; vegetarian; egg-free,"400 g firm tofu, pressed and cubed | 1 large head broccoli, cut into florets | 75 g raw cashews | 2 tablespoons white or chickpea miso paste | 2 tablespoons tamari or soy sauce | 1 tablespoon toasted sesame oil | 1 tablespoon neutral oil | 1 tablespoon maple syrup | 1 tablespoon rice vinegar | 1 tablespoon grated fresh ginger | 1-2 teaspoons chilli flakes or chilli paste, to taste | 1 pinch hing (asafoetida) | 1 tablespoon sesame seeds (optional) | Fresh mint or coriander leaves, to finish (optional)","1. Heat the oven to 200°C / 400°F. Line a large baking tray. | 2. Warm the neutral oil briefly, bloom the hing in it for a few seconds, then whisk with miso, tamari, sesame oil, maple syrup, rice vinegar, ginger and chilli until smooth. | 3. Toss the tofu cubes in half the marinade and spread on the tray. | 4. Toss broccoli and cashews with the remaining marinade and arrange around the tofu in a single layer. | 5. Roast 25-30 minutes, turning once, until the tofu is golden at the edges and the broccoli is tender with charred tips. | 6. Scatter sesame seeds and herbs if using, and serve hot.",Reconstructed from Botanical Kitchen public recipe description (member-only full amounts were not publicly readable). Kept vegan and egg-free; no onion or garlic; hing (asafoetida) added for allium-free savoury depth.,https://www.botanicalkitchen.com/recipes/miso-chill-roasted-tofu-broccoli-cashews/
Strawberry Shahi Tukda,This royal traditional sweet dish is further enhanced with strawberry syrup,Indian  Course:,Mithais,6-10 minutes,16-20 minutes,4,Sweet,Easy,vegetarian; egg-free; lacto-vegetarian,"2 cup + for drizzling Strawberry syrup | 8 White bread slices to deep fry Ghee | 2 teaspoons Green cardamom powder 1/ | 4 cup Khoya, grated as required Fresh strawberries to garnish Rabdi to garnish Pistachios, blanched and slivered","1. Cut bread slices into roundels with a medium sized cookie cutter. | 2. Heat sufficient ghee in a kadai and deep-fry the bread roundels till golden brown and crisp. | 3. Drain on absorbent paper. | 4. Heat Hershey""s Strawberry Syrup in a non-stick pan. | 5. Add green cardamom powder and mix well. | 6. Add fried bread roundels, stir and cook till the bread slightly softens. | 7. Transfer the bread roundels onto a serving plate. | 8. Add khoya to the pan and mix till it melts. | 9. Pour the mixture on top of the bread roundels. | 10. Make fans of fresh strawberries. | 11. Top the bread roundels with some rabdi and strawberry fans, sprinkle pistachios, drizzle some strawberry syrup and serve warm.",Egg-free.,vegetarian-recipes.txt
Sundried Tomato Walnut Pesto,Earthy Sundried Tomato Walnut Pesto made using #walnuts tastes delicious and can make your dish a whole lot fun. Try it out. This is,Italian  Course:,Dips and Sauces,,0 minutes,4,Tangy,,vegetarian; egg-free; lacto-vegetarian,"15- | 0 sundried tomatoes, soaked and drained 8- | 2 tablespoons parmesan cheese powder ¼ cup extra virgin olive oil Toasted bread slices to serve Quartered yellow baby tomatoes as required Mozzarella cheese, cut into small pieces as required Black olive slices as required Fresh basil leaves as required | 1 pinch hing (asafoetida)","1. Transfer sundried tomatoes in a grinder jar. | 2. Warm a pinch of hing in a little hot oil before adding the main ingredients. | 3. Add crushed black peppercorns, salt, parmesan cheese powder, Regal Jumbo Walnuts, extra virgin olive oil and grind coarsely. | 4. Apply on toasted bread slices. | 5. Arrange yellow baby tomatoes, mozzarella cheese, black olive slices and basil leaves on top. | 6. Related Recipes.",Removed onion/garlic (and related alliums). Added hing (asafoetida). Egg-free.,vegetarian-recipes.txt
Superpowder laddoos,These laddoos are not only delicious they are a power house of essential nutrients,Indian  Course:,Mithais,Preparation Time,Cooking Time,Taste Sweet,Sweet,Easy,vegetarian; egg-free; lacto-vegetarian,"2 cup Whole green gram (sabut moong) 10- | 2 Walnuts 1/ | 2 cup Short grain rice (kolam) 1/ | 2 cup Wheat grain 1/ | 2 cup Dried coconut, grated | 1 1/ | 2 cups Jaggery, chopped | 1 tablespo for greasing Ghee 1/ | 4 teaspoon Green cardamom powder","1. Dry roast green gram in a non-stick pan, on low heat, till golden brown. | 2. Transfer into a bowl. | 3. Dry roast walnuts in the same pan, on low heat, till golden. | 4. Transfer into same bowl. | 5. Dry roast rice in the same pan, on low heat, till light brown. | 6. Transfer into the same bowl. | 7. Dry roast wheat grains in the same pan, on low heat, till light golden. | 8. Transfer into the same bowl. | 9. Dry roast dried coconut, on low heat, till light brown. | 10. Transfer into same bowl. | 11. Mix everything and set aside to cool. | 12. Put the roasted mixture into a grinder jar and grind to a fine powder. | 13. Heat a non-stick pan, add jaggery and ¼ cup water and cook, on low heat, till jaggery melts completely. | 14. Add ghee and mix well. | 15. Add the powdered mixture and green cardamom powder and mix well. | 16. Cook on low heat for 8-10 minutes or till the mixture leaves the sides of the pan. | 17. Transfer into a plate and spread it. | 18. When mixture is slightly warm, grease your palms with ghee, take small portions of the mixture and shape into small sized laddoos and keep on a plate and let them cool down to room temperature. | 19. Keep the laddoos in mini paper cups, arrange on a serving plate and serve.",Egg-free.,vegetarian-recipes.txt
Sweet Khichdi,A typical saraswat sweet made usually during the month of Shravan.,Karnataka  Course:,Mithais,26-30 minutes,26-30 minutes,4,Sweet,Easy,vegetarian; egg-free; lacto-vegetarian,"2 cups Broken wheat (dalia/lapsi), soaked 1½ cups Split Bengal gram (chana dal), soaked | 2 cups Sugar 1/ | 4 cup + for garnishing Cashewnuts 1/ | 4 cup + for garnishing Raisins 1/ | 2 cup + for garnishing Fresh coconut, scraped ½ teaspoon Green cardamom powder | 2 tablespoons Ghee","1. Put wheat and Bengal gram in a pressure cooker, add 7 cups water and cook under pressure till 1 whistle. | 2. Reduce heat and cook for 7-8 minutes. | 3. To prepare sugar syrup, heat sugar in a deep non-stick pan. | 4. Add 1 cup water, mix and cook till the syrup reaches one string consistency. | 5. Add broken wheat-Bengal gram mixture and mix well. | 6. Add cashewnuts and raisins, mix, cover and cook on low heat for 5-6 minutes. | 7. Add coconut, cardamom powder and ghee and mix well. | 8. Serve hot garnished with coconut, cashewnuts and raisins.",Egg-free.,vegetarian-recipes.txt
Sweet Momo Curry,Momos stuffed with sweet coconut mixture and cooked in,Fusion  Course:,Desserts,21-25 minutes,21-25 minutes,4,Sweet,Moderate,vegetarian; egg-free; lacto-vegetarian,"1 1/ | 2 cups for dusting Refined flour (maida) for applyi tablespoons Ghee a pinch Salt | 4 tablespoons Sugar 3/ | 4 cup + tablespoons Coconut milk 1/ | 2 teaspo pinches Green cardamom powder | 1 tablespo to garnish Mixed nuts (almonds and pistachios), chopped | 1 cup Fresh coconut, scraped | 1 cup Jaggery, chopped","1. Take refined flour in a bowl. | 2. Add 1 tbsp ghee, salt, 1 tbsp sugar, 3 tbsps coconut milk and a pinch of green cardamom powder and mix well. | 3. Add sufficient water and knead to medium stiff dough. | 4. Apply ghee on the dough, cover with muslin cloth and set aside to rest. | 5. To make filling, heat remaining ghee in a stainless steel pan, add mixed nuts and coconut and sauté lightly. | 6. Add jaggery and switch off heat. | 7. Stir till the jaggery melts, add a pinch of green cardamom powder. | 8. Switch on heat and cook on low heat till pan is hot and switch off heat again. | 9. Transfer into a bowl and set aside to cool. | 10. Divide the dough into equal portions. | 11. Take water in a bowl. | 12. Dust flour on the worktop, roll each portion into a thin disc. | 13. Apply water on the edges. | 14. Place some filling in the centre, fold in the sides and seal the edges to make momos. | 15. Heat ¾ cup water in a copper based stainless steel pan, add remaining coconut milk and stir well. | 16. Add the momos, remaining green cardamom powder and remaining sugar and mix well. | 17. Keep stirring continuously gently. | 18. Cook for 10-12 minutes on low heat. | 19. Transfer into a serving bowl, garnish with mixed nuts and serve immediately.",Egg-free.,vegetarian-recipes.txt
Sweet Potato Chips,"Slice sweet potatoes thinly, season with salt and your favourite spices, then bake or fry until crispy for a delicious and healthy snack of Sweet Potato Chips.",Indian  Course:,Snacks and Starters,16-20 minutes,6-10 minutes,4,Mild,Easy,vegan; vegetarian; egg-free,,"1. Take sufficient water in a large bowl, add sendha namak and mix well. | 2. Thinly slice sweet potatoes on a slicer and soak them in the slated water . | 3. Drain and place sweet potato slices on a muslin cloth and pat them dry. | 4. Set aside for 15-20 minutes. | 5. Heat sufficient oil in a kadai, deep fry the slices till golden brown and crisp. | 6. Drain on absorbent paper. | 7. Transfer them into a serving bowl and serve.",Egg-free.,vegetarian-recipes.txt
Taazi Haldi aur Gajar ki Sabzi,A unique dish made with fresh turmeric and carrot which is luscious and easy to make. Fresh turmeric and carrots cooked with Indian spices and served.,Indian  Course:,Main,11-15 minutes,21-25 minutes,4,Spicy,Easy,vegetarian; egg-free; lacto-vegetarian,"1 1/ | 2 cups fresh turmeric (taazi haldi), chopped | 1 medium carrot, chopped 2- | 3 tablespoons ghee | 1 teaspoon cumin seeds 1/ | 4 teaspoon asafoetida | 4 cup yogurt | 1 teaspoon red chilli powder 1/ | 2 tablespoon cumin powder | 1 tablespoon coriander powder 5- | 6 tablespoons fresh coriander leaves, chopped","1. Heat ghee in a non-stick kadai, add cumin seeds and saute till they change colour. | 2. Add asafoetida and -green chillies, mix and saute for 1-2 minutes. | 3. Add mix and saute till translucent. | 4. Add fresh turmeric and carrot, mix well and saute for 2-3 minutes. | 5. Add salt, mix, cover and cook on medium heat for 6-8 minutes. | 6. Add yogurt, red chilli powder, cumin powder, coriander powder, a little salt and 3 tbsps coriander leaves and mix well. | 7. Cover and cook for 2-3 minutes or till ghee surfaces. | 8. Add remaining coriander leaves and mix well. | 9. Transfer the sabzi into a serving bowl, garnish with coriander leaves and serve hot.",Removed onion/garlic (and related alliums). Egg-free.,vegetarian-recipes.txt
Tandoori Phalo ka Guldasta,"A vibrant bouquet of tandoor-roasted fruits, bursting with flavors and colors, promising a unique culinary experience.",Indian  Course:,Snacks and Starters,16-20 minutes,6-10 minutes,4,Tangy,Easy,vegetarian; egg-free; lacto-vegetarian,"1 medium pear | 1 medium pineapple, peeled and cut into | 1 inch cubes | 1 medium red apple | 2 medium ripe bananas | 3 tablespoons malt vinegar | 2 tablespoons mustard oil | 1 pinch hing (asafoetida) | 1 tablespoon tamarind paste | 1 tablespoon red chilli powder | 1 teaspoon coriander powder ½ teaspoon black pepper powder ¼ teaspoon green cardamom powder","1. Cut pear into 1 inch cubes and put into a bowl. | 2. Warm a pinch of hing in a little hot oil before adding the main ingredients. | 3. Add pineapple cubes. | 4. Cut apple into 1 inch cubes, peel and cut the bananas into thick slices and transfer into the same bowl. | 5. Take malt vinegar, mustard oil, tamarind paste, red chilli powder, coriander powder, black pepper powder, green cardamom powder, brown sugar and honey in another bowl. | 6. Add salt and mix well. | 7. Pour ¾ of this marinade over fruits and mix well. | 8. String the cut fruits onto skewers in the following sequence: pear, apple, pineapple, banana and apple. | 9. Heat a non-stick grill pan, place the skewers and grill the fruits on medium heat, rotating the skewers and drizzling remaining marinade over the fruits till they turn golden brown on all sides and grill marks appear. | 10. Remove onto a serving plate. | 11. Sprinkle chaat masala and roasted white sesame seeds, and drizzle honey. | 12. Serve hot with green chutney, lemon wedge, rings and micro greens.",Removed onion/garlic (and related alliums). Added hing (asafoetida). Egg-free.,vegetarian-recipes.txt
Teen Dal ke Dahi Bhalle,Make the ultra popular Delhi ka chaat even more interesting by combining the magic of three Dals into Dahi Bhalle. Try this delicious recipe to satiate your next chatpate cravings!,Punjabi  Course:,Snacks and Starters,40-50 minutes Cook Time 10-15 minutes,,4,Tangy,Moderate,vegetarian; egg-free; lacto-vegetarian,"½ cup split skinless green gram (dhuli moong dal), soaked for | 0 minutes and drained ½ cup split black gram (dhuli urad dal), soaked for | 0 minutes and drained | 2 tablespoons split Bengal gram (chana dal), soaked for | 2 teaspoons ginger-green chilli paste Oil for deep frying | 4 teaspoons castor sugar ¼ teaspoon asafoetida (hing) | 2 cups chilled yogurt ½ teaspoon red chilli powder ½ teaspoon roasted cumin powder + to sprinkle A pinch of yellow chilli powder Date and tamarind chutney to drizzle Chopped fresh coriander leaves to sprinkle Green chutney to drizzle","1. Grind all the dals with little water and transfer in a bowl. | 2. Beat well to incorporate air. | 3. Add salt, ginger-green chilli paste and mix well. | 4. Heat sufficient oil in a kadai. | 5. Apply some water on palm, take a portion of batter and make a hole in the centre. | 6. Deep fry till golden brown and crisp. | 7. Take hot water in a bowl. | 8. Add 1 tsp castor sugar, salt and asafoetida and mix well. | 9. Drain the bhallas and dunk directly in the water mixture. | 10. Set aside for 5 minutes. | 11. Squeeze excess water and transfer in a serving plate. | 12. Allow to cool. | 13. Add salt, remaining castor sugar, red chilli powder, roasted cumin powder, yellow chilli powder to yogurt and mix well. | 14. Drizzle yogurt and date and tamarind chutney on bhallas. | 15. Sprinkle coriander leaves and roasted cumin powder on top. | 16. Drizzle green chutney and serve.",Egg-free.,vegetarian-recipes.txt
Tofu Bhurji Wrap with Pickled Veggies,Tofu as is well known is a rich source of proteins and vegetables are full of vitamins so when you combine them to make a tasty wrap it is bound to be high in nutrition,Fusion  Course:,Snacks and Starters,7-8 hour,31-40 minutes,4,Spicy,Moderate,vegan; vegetarian; egg-free,"1 cup split green gram with skin (chilkewali moong dal), soaked for 6- | 8 hours and drained ¼ teaspoon turmeric powder | 0 grams silken tofu | 1 tablespoon oil | 1 small tomato, finely chopped | 1 teaspoon cumin seeds 1- | 2 green chillies, finely chopped ¼ teaspoon turmeric powder | 1 teaspoon red chilli powder ½ teaspoon asafoetida | 1 cup vinegar | 1 tablespoon sea salt | 1 tablespoon sugar | 1 medium carrot, cut into sticks | 1 medium beetroot, cut into sticks | 1 medium cucumber, peeled and cut into sticks","1. For pickled vegetables, heat a non-stick sauce pan, add vinegar, 1 cup water, salt and sugar and bring the mixture to a boil Grind drained green gram with turmeric powder, broken green chillies, salt and some water to a smooth and semi-thick batter. | 2. Transfer into a bowl. | 3. Add carrot, beetroot and cucumber to the vinegar mixture, remove the pan from heat and set aside. | 4. To make the bhurji, heat oil in another non-stick pan, add tomato, cumin seeds and green chillies and sauté well. | 5. Heat a little oil in a non-stick tawa, pour some green gram batter and swirl to make cheela. | 6. Cook turning sides till evenly done on both sides. | 7. Make more cheelas similarly. | 8. Add tofu to the tomato mixture and scramble it well, add turmeric powder, red chilli powder and asafoetida and mix well Add coriander leaves and salt, mix well and remove it from heat. | 9. Place each cheela on the work table, keep a spoonful of tofu bhurji in the center and fold the edges from all the sides and secure it with a toothpick. | 10. Pack them in the tiffin box with pickled vegetables.",Removed onion/garlic (and related alliums). Egg-free.,vegetarian-recipes.txt
Tofu Chilli Garlic,A delectable and spicy vegetable dish made with tofu and bird’s eye chillies and garlic. Tofu tossed with some garlic and vegetables.,Indo- Chinese,Main,11-15 minutes,16-20 minutes,4,Spicy,Easy,vegan; vegetarian; egg-free,"0 grams silken tofu 2- | 3 bird's eye chillies | 4 tablespoons olive oil 1/ | 1 pinch hing (asafoetida) | 2 cup diced mixed capsicums 1/ | 2 small yellow zucchini, cut into triangles 1/ | 2 small green zucchini, cut into triangles 4- | 1 tablespoon red chilli sauce 1/ | 2 teaspoon soy sauce | 1 teaspoon red chilli flakes | 3 teaspoons cornflour slurry","1. Heat olive oil in a non-stick pan, add mixed capsicums and sauté for 2-3 minutes, then add a pinch of hing. | 2. Drain them on a plate. | 3. Add yellow and green zucchini to the oil remaining in the same pan and sauté for 2-3 minutes. | 4. Roughly chop and bird""s eye chillies. | 5. Add and to the same pan and sauté well. | 6. Add red chilli sauce and soy sauce and mix well. | 7. Cut tofu into 1 inch cubes and add to the pan. | 8. Add bird""s eye chillies and toss the mixture well. | 9. Add red chilli flakes and cornflour slurry, mix well and add the sautéed capsicums. | 10. Toss gently and take the pan off the heat. | 11. Transfer into a serving dish and serve hot.",Removed onion/garlic (and related alliums). Added hing (asafoetida). Egg-free.,vegetarian-recipes.txt
Tomato and Basil Paneer,Paneer cubes cooked in basil flavoued tomato sauce. Serve this delicious recipe with crispy garlic bread.,Indian  Course:,Main Course Vegetarian,11-15 minutes,11-15 minutes,,Mild,Moderate,vegetarian; egg-free; lacto-vegetarian,"4 medium tomatoes, blanched and peeled 10- | 2 basil leaves | 0 grams paneer (cottage cheese), cut into cubes | 2 tablespoons oil | 1 pinch hing (asafoetida) | 2 tablespoons red chilli flakes 1/ | 4 cup cream","1. Chop tomatoes and put in a blender jar. | 2. Blend into a smooth puree. | 3. Heat oil in a non stick pan, add and sauté for ½ minute, then add a pinch of hing. | 4. Add and sauté till lightly browned. | 5. Add freshly pureed tomatoes and tomato puree and mix well. | 6. Add salt and crushed black peppercorns and mix well. | 7. Add paneer and mix well. | 8. Add red chilli flakes, basil leaves and cream. | 9. Mix well and cook for 1 minute. | 10. Serve hot.",Removed onion/garlic (and related alliums). Added hing (asafoetida). Egg-free.,vegetarian-recipes.txt
